country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Belgium,BEL,3/9/2021,1075010,700666,375077,28569,25510,9.28,6.05,3.24,2201,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/10/2021,1110728,727362,384110,35718,26353,9.58,6.28,3.31,2274,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/11/2021,1164529,771233,394040,53801,27025,10.05,6.65,3.4,2332,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/12/2021,1208778,802049,407483,44249,27040,10.43,6.92,3.52,2333,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/13/2021,1218506,809610,409660,9728,27252,10.51,6.99,3.53,2351,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/14/2021,1219922,809754,410932,1416,27244,10.53,6.99,3.55,2351,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/15/2021,1250325,835537,415553,30403,29126,10.79,7.21,3.59,2513,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/16/2021,1296979,878017,419733,46654,31710,11.19,7.58,3.62,2736,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/17/2021,1344851,917143,428479,47872,33446,11.6,7.91,3.7,2886,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/18/2021,1419503,975200,445074,74652,36425,12.25,8.41,3.84,3143,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/19/2021,1487025,1024025,463772,67522,39750,12.83,8.84,4,3430,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/20/2021,1509164,1044819,465120,22139,41523,13.02,9.02,4.01,3583,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/21/2021,1510067,1045211,465631,903,41449,13.03,9.02,4.02,3576,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/22/2021,1542481,1072478,470778,32414,41737,13.31,9.25,4.06,3601,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/23/2021,1590264,1114694,476347,47783,41898,13.72,9.62,4.11,3615,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/24/2021,1651877,1165834,486821,61613,43861,14.25,10.06,4.2,3785,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/25/2021,1729239,1223575,506442,77362,44248,14.92,10.56,4.37,3818,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/26/2021,1797679,1273043,525416,68440,44379,15.51,10.98,4.53,3829,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/27/2021,1819821,1291421,529180,22142,44380,15.7,11.14,4.57,3829,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/28/2021,1822158,1292812,530126,2337,44584,15.72,11.15,4.57,3847,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/29/2021,1845583,1311026,535337,23425,43300,15.92,11.31,4.62,3736,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/30/2021,1877506,1337308,540978,31923,41035,16.2,11.54,4.67,3541,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,3/31/2021,1962175,1410851,552106,84669,44328,16.93,12.17,4.76,3825,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/1/2021,2063499,1487588,576710,101324,47751,17.8,12.84,4.98,4120,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/2/2021,2145602,1551787,595099,82103,49703,18.51,13.39,5.13,4289,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/3/2021,2166381,1571227,596472,20779,49509,18.69,13.56,5.15,4272,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/4/2021,2166463,1571242,596539,82,49186,18.69,13.56,5.15,4244,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/5/2021,2181051,1583196,599176,14588,47924,18.82,13.66,5.17,4135,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/6/2021,2227849,1620926,608283,46798,50049,19.22,13.99,5.25,4318,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/7/2021,2275528,1658938,618024,47679,44765,19.63,14.31,5.33,3863,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/8/2021,2401292,1768303,634434,125764,48256,20.72,15.26,5.47,4164,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/9/2021,2535544,1887385,649663,134252,55706,21.88,16.29,5.61,4807,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/10/2021,2603923,1951824,653633,68379,62506,22.47,16.84,5.64,5393,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/11/2021,2607824,1955415,653944,3901,63052,22.5,16.87,5.64,5440,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/12/2021,2656384,1995028,662903,48560,67905,22.92,17.21,5.72,5859,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/13/2021,2728590,2059010,671193,72206,71534,23.54,17.77,5.79,6172,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/14/2021,2829154,2134988,695780,100564,79089,24.41,18.42,6,6824,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/15/2021,2940483,2219772,722327,111329,77027,25.37,19.15,6.23,6646,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/16/2021,3034297,2296325,739589,93814,71250,26.18,19.81,6.38,6148,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/17/2021,3092343,2348618,745342,58046,69774,26.68,20.26,6.43,6020,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/18/2021,3098311,2354519,745409,5968,70070,26.73,20.32,6.43,6046,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/19/2021,3159171,2411079,749709,60860,71827,27.26,20.8,6.47,6198,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/20/2021,3209229,2458088,752761,50058,68663,27.69,21.21,6.5,5925,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/21/2021,3300888,2545280,757229,91659,67391,28.48,21.96,6.53,5815,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/22/2021,3396585,2635135,763071,95697,65157,29.31,22.74,6.58,5622,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/23/2021,3468299,2699856,770065,71714,62000,29.93,23.3,6.64,5350,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/24/2021,3514474,2744351,771746,46175,60304,30.32,23.68,6.66,5203,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/25/2021,3520756,2750617,771762,6282,60349,30.38,23.73,6.66,5207,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/26/2021,3583423,2806559,778487,62667,60607,30.92,24.22,6.72,5229,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/27/2021,3636116,2844826,792914,52693,60984,31.37,24.55,6.84,5262,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/28/2021,3730436,2924088,808075,94320,61364,32.19,25.23,6.97,5295,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/29/2021,3835832,3011257,827516,105396,62750,33.1,25.98,7.14,5414,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,4/30/2021,3917826,3071615,850031,81994,64218,33.8,26.5,7.33,5541,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/1/2021,3964989,3111283,858023,47163,64359,34.21,26.85,7.4,5553,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/2/2021,3968562,3114765,858121,3573,63972,34.24,26.88,7.4,5520,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/3/2021,4047167,3181014,873080,78605,66249,34.92,27.45,7.53,5716,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/4/2021,4129970,3248245,891930,82803,70551,35.64,28.03,7.7,6087,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/5/2021,4284132,3332026,965975,154162,79099,36.97,28.75,8.33,6825,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/6/2021,4445153,3420359,1043465,161021,87046,38.35,29.51,9,7511,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/7/2021,4600074,3520798,1102370,154921,97464,39.69,30.38,9.51,8410,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/8/2021,4689772,3601165,1113407,89698,103540,40.47,31.07,9.61,8934,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/9/2021,4697671,3608998,1113505,7899,104158,40.53,31.14,9.61,8987,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/10/2021,4781488,3688352,1119325,83817,104903,41.26,31.82,9.66,9051,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/11/2021,4849869,3746873,1130378,68381,102843,41.85,32.33,9.75,8874,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/12/2021,4942329,3811923,1159047,92460,94028,42.64,32.89,10,8113,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/13/2021,5060980,3850389,1239558,118651,87975,43.67,33.22,10.7,7591,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/14/2021,5205151,3892610,1342484,144171,86440,44.91,33.59,11.58,7458,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/15/2021,5292382,3925109,1397486,87231,86087,45.66,33.87,12.06,7428,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/16/2021,5298405,3927343,1401310,6023,85819,45.72,33.89,12.09,7405,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/17/2021,5406273,4013125,1426900,107868,89255,46.65,34.63,12.31,7701,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/18/2021,5538998,4115424,1460684,132725,98447,47.79,35.51,12.6,8494,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/19/2021,5679594,4192932,1527418,140596,105324,49.01,36.18,13.18,9088,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/20/2021,5822504,4260917,1607503,142910,108789,50.24,36.76,13.87,9387,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/21/2021,5947612,4328608,1668358,125108,106066,51.32,37.35,14.4,9152,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/22/2021,6036367,4372918,1713327,88755,106284,52.08,37.73,14.78,9171,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/23/2021,6045866,4379716,1716067,9499,106780,52.17,37.79,14.81,9213,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/24/2021,6107654,4406194,1752352,61788,100197,52.7,38.02,15.12,8645,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/25/2021,6204912,4464711,1797804,97258,95131,53.54,38.52,15.51,8208,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/26/2021,6322727,4499559,1885603,117815,91876,54.56,38.82,16.27,7927,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/27/2021,6456786,4540368,1983051,134059,90612,55.71,39.18,17.11,7818,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/28/2021,6561278,4577576,2053872,104492,87667,56.61,39.5,17.72,7564,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/29/2021,6646616,4618029,2100820,85338,87178,57.35,39.85,18.13,7522,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/30/2021,6657998,4622403,2107941,11382,87447,57.45,39.88,18.19,7545,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,5/31/2021,6732836,4666836,2140527,74838,89312,58.09,40.27,18.47,7706,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,2/28/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/2/2021,417,417,,,208,0.1,0.1,,523,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/3/2021,673,673,,256,224,0.17,0.17,,563,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/4/2021,817,817,,144,204,0.21,0.21,,513,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/5/2021,996,996,,179,199,0.25,0.25,,500,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/9/2021,1466,1466,,,150,0.37,0.37,,377,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/10/2021,2489,2489,,1023,259,0.63,0.63,,651,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/11/2021,4933,4933,,2444,588,1.24,1.24,,1479,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/12/2021,7444,7444,,2511,921,1.87,1.87,,2316,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/15/2021,9585,9585,,,1177,2.41,2.41,,2960,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/16/2021,10972,10972,,1387,1358,2.76,2.76,,3415,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/17/2021,11943,11943,,971,1351,3,3,,3398,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/18/2021,13150,13150,,1207,1174,3.31,3.31,,2953,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/19/2021,15006,15006,,1856,1080,3.77,3.77,,2716,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/22/2021,16202,16202,,,945,4.07,4.07,,2377,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/23/2021,17282,17282,,1080,901,4.35,4.35,,2266,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/24/2021,18182,18182,,900,891,4.57,4.57,,2241,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/26/2021,20411,20411,,,772,5.13,5.13,,1942,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,3/31/2021,22067,22067,,,555,5.55,5.55,,1396,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/7/2021,23958,23958,,,270,6.03,6.03,,679,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/9/2021,27353,27353,,,678,6.88,6.88,,1705,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/12/2021,28188,28188,,,681,7.09,7.09,,1713,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/13/2021,29939,29939,,1751,893,7.53,7.53,,2246,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/15/2021,33180,33180,,,1075,8.34,8.34,,2704,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/16/2021,34262,34262,,1082,987,8.62,8.62,,2482,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/20/2021,35990,35990,,,864,9.05,9.05,,2173,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/21/2021,37097,37097,,1107,791,9.33,9.33,,1989,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/22/2021,38176,38176,,1079,714,9.6,9.6,,1796,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/23/2021,39330,39330,,1154,724,9.89,9.89,,1821,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/27/2021,41014,41014,,,718,10.31,10.31,,1806,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,4/28/2021,42100,42100,,1086,715,10.59,10.59,,1798,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/3/2021,44548,44548,,,565,11.2,11.2,,1421,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/5/2021,46067,46067,,,567,11.59,11.59,,1426,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/6/2021,46659,46659,,592,581,11.73,11.73,,1461,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/7/2021,47675,47675,,1016,657,11.99,11.99,,1652,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/11/2021,49358,49358,,,579,12.41,12.41,,1456,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/12/2021,50292,50292,,934,604,12.65,12.65,,1519,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/14/2021,52753,52753,,,725,13.27,13.27,,1823,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
Belize,BLZ,5/17/2021,53496,53496,,,651,13.45,13.45,,1637,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2694842410814157/
